Experiment	DPI	Individual	Storage.Box	Gene/Control	Treatment	Concentration.ug/ul	Stage.Injected	Stage.Scored	Gula	Eyes	Labium	Beak	Stylets	Antenae	Scapes	Pedicels	A1	A2	A3	Collar	Pronotum	D.T1.Posterior.margin.central	D.T1.Posterior.margin.corners	Scutellar.lobe	Mesonotum	Metanotum	T1.LL.leg	Pl.lobes1	Pn.Pl.Junction	Pos.Pl1	T1.LL.supracoxal.lobes	T1.LL.posterior.pleural.margin	T1 LL pronotum pleural junction	T1 RL leg	T1 RL supracoxal lobes	T1 RL posterior pleural margin	T1 RL pronotum pleural junction	T2 LL leg	Pl.lobes2	Pos.Pl2	T2.LL.supracoxal.lobes	T2.LL.posterior.pleural.margin	T2.L.wing.base	T2.RL.leg	T2.RL.supracoxal.lobes	T2.RL.posterior.pleural.margin	T2.R.wing.base	T3.LL.leg	Sc.Gland	Pos.Pl.3	T3.LL.post.pleural.margin	T3.LL.scent.gland	T3.LL.wing.base	T3.RL.leg	T3.RL.post.pleural.margin	T3.RL.scent.gland	T3.RL.wing.base	Metasternum	V.T1.sternum	V.T2.sternum	V.T3.sternum	Abd.Ventral	Notch.F	Genitals	Sex	Abd.Dorsal	Anal.tube	L.FW.hemelytra	L.FW.membranous	Wing.hinges	Wing.sclerites	T2.FW.L.Hinge.Area	T2.FW.L.Axillary.sclerites	L.HW	T3.HW.L.Wing.blade	T3.HW.L.Hinge.Area	T3.HW.L.Axillary.sclerites	R.FW.hemelytra	R.FW.membranous	T2.FW.R.Hinge.Area	T2.FW.R.Axillary.sclerites	R.HW	T3.HW.R.Wing.blade	T3.HW.R.Hinge.Area	T3.HW.R.Axillary.sclerites	Old.ID	Notes	Severity	Abnormal	How.Informative	Wing.Phenotypic	Wing.Bin	Pronotum.Phenotype	Pronotum.Bin	Pleural.Margins	Pleural.Margin.Bin	Supracoxal.lobes	Supracoxal.lobes.Bin
241	9	C	JK.B8.H2	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	1	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	8	1	30	0	0	2	TRUE	2	TRUE	0	TRUE
241	11	A	JK.B8.H3	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	0	0	0	1	NS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	29	0	0	1	TRUE	0	TRUE	0	TRUE
241	11	B	JK.B8.H4	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	7	1	30	0	0	2	TRUE	2	TRUE	0	TRUE
241	11	C	JK.B8.H5	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	4	1	29	0	0	2	TRUE	0	TRUE	0	TRUE
241	11	D	JK.B8.H6	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	6	1	29	0	0	2	TRUE	1	TRUE	0	TRUE
241	11	E	JK.B8.H7	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	5	1	29	0	0	2	TRUE	0	TRUE	0	TRUE
241	14	A	JK.B8.H8	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	4	1	29	0	0	2	TRUE	0	TRUE	0	TRUE
241	14	B	JK.B8.H9	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	4	1	29	0	0	2	TRUE	0	TRUE	0	TRUE
241	14	C	JK.B8.I1	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	NS	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	4	1	29	0	0	2	TRUE	0	TRUE	0	TRUE
241	15	A	JK.B8.I3	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	7	1	30	0	0	2	TRUE	2	TRUE	0	TRUE
241	15	B	JK.B8.I4	tup	TUP-1	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	6	1	30	0	0	2	TRUE	2	TRUE	0	TRUE
241	15	C	JK.B8.I5	tup	TUP-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NS	NA	NA	NA	NA	NA	NS	1	1	1	1	NS	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	13	0	0	1	TRUE	0	TRUE	0	TRUE
84	4	A	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	1	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.4A	"Depigmentation of ventralward pleural margins, but unclear if this is phenotypic at this point, to me"	3	1	32	0	0	2	TRUE	0	TRUE	0	TRUE
84	6	A	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.6A	NA	1	1	32	0	0	0	TRUE	0	TRUE	0	TRUE
84	11	A	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	1	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11A	"Strong tup metascutellum phenotype; mild tup midline pronotum phenotype. ""tabs"" reduced?"	3	1	33	1	1	1	TRUE	0	TRUE	0	TRUE
84	11	B	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11B	Pro and meso phenotypes	2	1	33	0	0	1	TRUE	0	TRUE	0	TRUE
84	11	C	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	1	1	0	NS	NA	NA	0	NA	NA	NA	1	1	NA	NA	0	NA	NA	NA	84.11C	"I think the hemelytra are narrower than normal. But this is something that needs to be quantifiable. This would need morphometrics, if I want to report it."	6	1	33	4	1	1	TRUE	0	TRUE	0	TRUE
84	11	D	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	1	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11D	Really good pronotum and scutellum phenotypes. Antennae have messed up final flagellomeres	4	1	33	0	0	1	TRUE	0	TRUE	0	TRUE
84	11	E	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	NA	NA	NA	84.11E	Right hind wing greatly reduced.	3	1	32	1	1	1	TRUE	0	TRUE	0	TRUE
84	11	F	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	1	1	0	NS	NA	NA	0	NA	NA	NA	1	1	NA	NA	0	NA	NA	NA	84.11F	"I really do think the hemelytra are narrower. Also, T2 legs are NA tarsal claws and tibia look strange"	6	1	33	4	1	1	TRUE	0	TRUE	0	TRUE
84	11	G	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11G	NA	2	1	32	0	0	1	TRUE	0	TRUE	0	TRUE
84	11	H	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11H	Clubbed feet! Like antennae!	2	1	32	0	0	1	TRUE	0	TRUE	0	TRUE
84	11	I	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11I	NA	2	1	33	0	0	1	TRUE	0	TRUE	0	TRUE
84	11	J	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	1	0	NS	NA	NA	0	NA	NA	NA	0	1	NA	NA	0	NA	NA	NA	84.11J	Depigmentation in FW blades	4	1	32	2	1	1	TRUE	0	TRUE	0	TRUE
84	11	K	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	84.11K	Pn and Sc	2	1	32	0	0	1	TRUE	0	TRUE	0	TRUE
84	11	L	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	1	1	NA	NA	1	NS	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	1	0	NS	NA	NA	0	NA	NA	NA	0	1	NA	NA	0	NA	NA	NA	84.11L	"If there are wing phens, VERY mild"	6	1	32	2	1	2	TRUE	0	TRUE	0	TRUE
84	12	A	NA	tup	TUP-2	1.5	L4/L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	1	1	0	NS	NA	NA	1	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	84.12A	Extremely depigmented. But it is hard to tell if that is because I put it in the freezer too early or this is phenotypic. Made a slide with wings.	9	1	33	6	1	1	TRUE	0	TRUE	0	TRUE
86	3	A	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	2	NA	NA	NA	0	0	NA	NA	2	NA	NA	NA	86.3A	Blistered wings DIFFERENT WING PHENOTYPE.	4	1	32	4	1	0	TRUE	0	TRUE	0	TRUE
86	3	B	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	2	0	NS	NA	NA	2	NA	NA	NA	0	2	NA	NA	2	NA	NA	NA	86.3B	Blistered wings DIFFERENT WING PHENOTYPE.	8	1	33	8	1	0	TRUE	0	TRUE	0	TRUE
86	3	C	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	1	2	0	NS	NA	NA	2	NA	NA	NA	1	2	NA	NA	2	NA	NA	NA	86.3C	"blistered hindwings and mem. Fw, also depigmented HE. Preserved in alcohol gel in cuvette."	10	1	33	10	1	0	TRUE	0	TRUE	0	TRUE
86	3	D	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	2	NA	NA	NA	0	0	NA	NA	2	NA	NA	NA	86.3D	"very mild blistered hw, otherwise wt"	4	1	33	4	1	0	TRUE	0	TRUE	0	TRUE
86	3	E	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	86.3E	NA	0	0	33	0	0	0	TRUE	0	TRUE	0	TRUE
86	7	A	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	1	1	0	NS	NA	NA	0	NA	NA	NA	1	1	NA	NA	0	NA	NA	NA	86.7A	Depigmented streaks in hemelytra	4	1	32	4	1	0	TRUE	0	TRUE	0	TRUE
86	7	B	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	86.7B	"Entirely wt, but righ T1 leg has fused tibia/tarsi with one tiny tarsal claw at the end. This Mntm makes me rethink some of the earlier ones that I called normal."	0	0	33	0	0	0	TRUE	0	TRUE	0	TRUE
86	13	A	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	m	0	0	1	1	0	NS	NA	NA	0	NA	NA	NA	1	1	NA	NA	0	NA	NA	NA	86.13A	"Streaks of depigmented regions in hemelytra, not noticeable in hind wings"	5	1	32	4	1	0	TRUE	0	TRUE	0	TRUE
86	13	B	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	NS	0	0	0	0	0	0	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	86.13B	Extremely mild scutellum phenotype. As thought it's just a little skinnier. Frenum more obvious.	1	1	32	0	0	0	TRUE	0	TRUE	0	TRUE
86	13	C	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	1	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	2	2	0	NS	NA	NA	2	NA	NA	NA	2	2	NA	NA	2	NA	NA	NA	86.13C	Blistered wings DIFFERENT WING PHENOTYPE.	14	1	33	12	1	1	TRUE	0	TRUE	0	TRUE
86	13	D	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	86.13D	completely wild type	0	0	33	0	0	0	TRUE	0	TRUE	0	TRUE
86	13	E	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	86.13E	completely wild type	0	0	33	0	0	0	TRUE	0	TRUE	0	TRUE
86	20	A	NA	tup	TUP-2	1.5	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	1	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	86.20A	Puny looking scutellum but otherwise normal	1	1	33	0	0	0	TRUE	0	TRUE	0	TRUE
114	8	A	JK.B2.A9	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	30	0	0	1	TRUE	0	TRUE	0	TRUE
114	9	A	JK.B2.B1	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	30	0	0	1	TRUE	0	TRUE	0	TRUE
114	9	B	JK.B2.B2	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	31	0	0	1	TRUE	0	TRUE	0	TRUE
114	9	C	JK.B2.B3	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	31	0	0	1	TRUE	0	TRUE	0	TRUE
114	10	A	JK.B2.B4	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	31	0	0	1	TRUE	0	TRUE	0	TRUE
114	10	B	JK.B2.B5	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	31	0	0	1	TRUE	0	TRUE	0	TRUE
114	13	A	JK.B2.B6	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	30	0	0	1	TRUE	0	TRUE	0	TRUE
114	13	B	JK.B2.B7	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	30	0	0	1	TRUE	0	TRUE	0	TRUE
114	13	C	JK.B2.B8	tup	TUP-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	31	0	0	1	TRUE	0	TRUE	0	TRUE
