Experiment	DPI	Individual	Storage.Box	Gene/Control	Treatment	Concentration.ug/ul	Stage.Injected	Stage.Scored	Gula	Eyes	Labium	Beak	Stylets	Antenae	Scapes	Pedicels	A1	A2	A3	Collar	Pronotum	D.T1.Posterior.margin.central	D.T1.Posterior.margin.corners	Scutellar.lobe	Mesonotum	Metanotum	T1.LL.leg	Pl.lobes1	Pn.Pl.Junction	Pos.Pl1	T1.LL.supracoxal.lobes	T1.LL.posterior.pleural.margin	T1 LL pronotum pleural junction	T1 RL leg	T1 RL supracoxal lobes	T1 RL posterior pleural margin	T1 RL pronotum pleural junction	T2 LL leg	Pl.lobes2	Pos.Pl2	T2.LL.supracoxal.lobes	T2.LL.posterior.pleural.margin	T2.L.wing.base	T2.RL.leg	T2.RL.supracoxal.lobes	T2.RL.posterior.pleural.margin	T2.R.wing.base	T3.LL.leg	Sc.Gland	Pos.Pl.3	T3.LL.post.pleural.margin	T3.LL.scent.gland	T3.LL.wing.base	T3.RL.leg	T3.RL.post.pleural.margin	T3.RL.scent.gland	T3.RL.wing.base	Metasternum	V.T1.sternum	V.T2.sternum	V.T3.sternum	Abd.Ventral	Notch.F	Genitals	Sex	Abd.Dorsal	Anal.tube	L.FW.hemelytra	L.FW.membranous	Wing.hinges	Wing.sclerites	T2.FW.L.Hinge.Area	T2.FW.L.Axillary.sclerites	L.HW	T3.HW.L.Wing.blade	T3.HW.L.Hinge.Area	T3.HW.L.Axillary.sclerites	R.FW.hemelytra	R.FW.membranous	T2.FW.R.Hinge.Area	T2.FW.R.Axillary.sclerites	R.HW	T3.HW.R.Wing.blade	T3.HW.R.Hinge.Area	T3.HW.R.Axillary.sclerites	Old.ID	Notes	Severity	Abnormal	How.Informative	Wing.Phenotypic	Wing.Bin	Pronotum.Phenotype	Pronotum.Bin	Pleural.Margins	Pleural.Margin.Bin	Supracoxal.lobes	Supracoxal.lobes.Bin
202	16	D	JK.B10.E5	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	31	0	0	0	TRUE	1	TRUE	0	TRUE
202	19	A	JK.B10.E6	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	NA	NA	3	1	32	3	1	0	TRUE	0	TRUE	0	TRUE
202	19	B	JK.B10.E7	control	GFP	1	L4/L5	adult	0	0	0	0	0	1	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	31	0	0	0	TRUE	0	TRUE	0	TRUE
204	11	A	JK.B5.I3	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
204	11	B	JK.B5.I4	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
204	13	A	JK.B5.I5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
204	14	A	JK.B6.A4	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
204	14	B	JK.B6.A3	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
204	15	A	JK.B7.A3	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
204	20	A	JK.B7.A4	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
207	8	A	JK.B7.H9	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	5	1	30	0	0	2	TRUE	1	TRUE	0	TRUE
207	11	A	JK.B7.I2	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
207	11	B	JK.B7.I3	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
207	12	A	JK.B7.I1	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
207	13	A	JK.B7.I4	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
207	15	A	JK.B7.I5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	30	0	0	0	TRUE	1	TRUE	0	TRUE
207	15	B	JK.B7.I6	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	30	0	0	1	TRUE	0	TRUE	0	TRUE
207	15	C	JK.B7.I7	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	2	1	31	2	1	0	TRUE	0	TRUE	0	TRUE
207	18	A	JK.B8.F6	control	GFP	1	L4/L5	adult	NS	0	0	0	0	NS	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
207	18	C	JK.B8.F7	control	GFP	1	L4/L5	adult	NS	0	0	0	0	NS	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
207	18	D	JK.B8.F8	control	GFP	1	L4/L5	adult	NS	0	0	0	0	1	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	31	0	0	0	TRUE	0	TRUE	0	TRUE
209	6	A	JK.B6.B5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	31	0	0	1	TRUE	0	TRUE	0	TRUE
209	8	A	JK.B6.B6	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
209	13	A	JK.B6.B7	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
209	25	A	JK.B6.B8	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
209	25	B	JK.B6.B9	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
212	13	A	JK.B7.A5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	13	B	JK.B8.A1	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	13	C	JK.B8.A2	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	13	D	JK.B8.A3	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	13	E	JK.B8.A4	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	14	A	JK.B8.A5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
212	14	B	JK.B8.A6	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	14	C	JK.B8.A7	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	15	A	JK.B8.A8	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
212	15	B	JK.B8.A9	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
212	16	A	JK.B8.B1	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	16	B	JK.B8.B2	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
212	16	C	JK.B8.B3	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
215	11	A	JK.B9.I4	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
215	11	B	JK.B9.I5	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
215	11	C	JK.B9.I6	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	32	0	0	0	TRUE	0	TRUE	0	TRUE
215	14	A	JK.B9.I7	control	GFP	1	L4/L5	adult	0	0	0	0	0	NS	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
215	15	A	JK.B9.I8	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	32	0	0	0	TRUE	0	TRUE	0	TRUE
215	15	B	JK.B10.E9	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
215	18	A	JK.B10.F1	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
215	18	B	JK.B10.F2	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
219	12	A	JK.B7.F5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
219	13	A	JK.B7.F6	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
219	13	B	JK.B7.F7	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	NS	NS	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	NA	NA	8	1	28	5	1	1	TRUE	1	TRUE	0	TRUE
219	14	A	JK.B7.F8	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
219	14	B	JK.B6.C5	control	GFP	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
219	17	A	JK.B9.A9	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
219	17	B	JK.B9.B1	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
219	17	C	JK.B9.B2	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
219	17	D	JK.B9.C8	control	GFP	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	32	0	0	0	TRUE	0	TRUE	0	TRUE
